plant_id,gourd_type,variety_name,planting_date,days_since_planting,season,region_climate,avg_temperature,avg_humidity,avg_rainfall_mm,sunlight_hours,soil_ph,soil_moisture,soil_type,fertilizer_type,fertilizer_frequency,watering_frequency,plant_health_score,vine_length_cm,leaf_count,predicted_days_to_flower,actual_days_to_flower,male_flower_count,female_flower_count,is_hand_pollinated,pollinated_count,successful_pollinations,pollination_success_rate,days_to_pollination_result,predicted_days_to_maturity,mature_fruit_count,avg_fruit_weight_kg,total_yield_kg
PLT_06303,sponge_gourd,patola_smooth,2024-01-29,90,dry,tropical_lowland,24.3,68.5,2.6,9.6,6.5,73.5,sandy,mixed,biweekly,daily,4,579.5,100,36,33.0,55,21,1,20,12,0.531,10,43,12,0.33,3.96
PLT_06304,cucumber,pipino_native,2025-10-06,49,wet,subtropical,27.5,82.4,14.0,5.4,6.9,78.7,silty,chemical,none,every_other_day,3,152.5,29,33,31.0,16,8,0,4,1,0.426,4,42,0,,
PLT_06305,sponge_gourd,patola_smooth,2024-08-01,70,wet,tropical_lowland,28.9,75.2,20.0,5.0,6.6,74.3,sandy,none,none,daily,3,356.1,58,45,48.0,23,8,1,7,1,0.429,6,48,0,,
PLT_06306,squash,kalabasa_native,2024-08-08,73,wet,subtropical,31.1,85.9,22.5,6.4,6.4,77.2,sandy,organic,biweekly,daily,4,621.4,100,40,43.0,64,17,1,14,7,0.569,6,52,0,,
PLT_06307,bottle_gourd,upo_smooth,2025-10-04,119,wet,subtropical,30.2,81.5,27.8,5.4,6.7,58.1,clay,organic,weekly,twice_daily,4,851.8,100,46,46.0,74,30,1,28,16,0.64,10,50,16,1.33,21.28
PLT_06308,bottle_gourd,upo_round,2024-05-08,118,dry,tropical_lowland,33.2,61.5,4.2,8.6,7.0,54.2,loamy,organic,weekly,every_other_day,4,1000.4,100,42,39.0,90,30,1,30,20,0.586,8,54,20,1.09,21.8
PLT_06309,bottle_gourd,upo_round,2024-02-20,34,dry,subtropical,32.5,63.3,0.5,7.0,7.1,75.6,loamy,organic,biweekly,daily,4,248.3,32,41,,0,0,0,0,0,0.547,3,52,0,,
PLT_06310,bitter_gourd,ampalaya_bilog,2025-02-08,81,dry,tropical_highland,24.4,58.1,0.1,8.3,6.7,55.4,sandy,none,monthly,every_other_day,3,264.9,46,43,41.0,30,11,1,10,5,0.33,3,51,0,,
PLT_06311,bitter_gourd,ampalaya_oblong,2025-05-29,107,dry,tropical_lowland,30.1,58.8,8.7,7.1,6.3,72.8,sandy,mixed,monthly,twice_daily,4,491.1,91,41,39.0,109,30,1,30,16,0.616,3,51,16,0.3,4.8
PLT_06312,squash,kalabasa,2024-03-22,81,dry,subtropical,30.2,63.7,7.6,7.5,6.2,75.1,silty,organic,monthly,twice_daily,5,556.4,97,42,40.0,61,19,0,19,11,0.668,7,54,0,,
PLT_06313,sponge_gourd,patola_ridged,2024-08-08,56,wet,tropical_highland,28.5,80.8,14.8,6.5,7.1,63.9,sandy,organic,biweekly,twice_daily,3,212.8,29,38,37.0,8,3,1,3,3,0.628,3,52,0,,
PLT_06314,bitter_gourd,ampalaya_oblong,2024-02-17,43,dry,tropical_highland,26.5,69.0,0.2,8.6,7.0,71.8,clay,chemical,weekly,daily,4,264.7,45,41,38.0,3,1,1,1,1,0.497,3,44,0,,
PLT_06315,bitter_gourd,ampalaya_bilog,2024-05-20,55,dry,tropical_highland,25.1,68.9,6.3,7.5,6.6,53.9,silty,mixed,biweekly,twice_daily,4,322.5,58,41,40.0,25,8,1,6,2,0.561,6,44,0,,
PLT_06316,bottle_gourd,upo_long,2025-11-16,42,wet,tropical_highland,29.3,73.0,29.8,5.6,7.0,53.2,clay,mixed,monthly,every_other_day,4,342.5,62,49,,0,0,0,0,0,0.507,5,55,0,,
PLT_06317,bottle_gourd,upo_long,2024-11-13,81,wet,subtropical,27.6,75.6,16.4,4.3,5.8,65.6,loamy,mixed,monthly,every_other_day,3,472.3,76,49,52.0,25,9,1,7,6,0.647,8,54,0,,
PLT_06318,sponge_gourd,patola_smooth,2025-06-29,31,wet,tropical_lowland,29.5,77.2,20.0,6.2,7.2,76.7,silty,chemical,biweekly,every_other_day,2,98.0,15,43,,0,0,0,0,0,0.421,9,50,0,,
PLT_06319,cucumber,pipino_native,2024-07-01,46,wet,tropical_highland,27.2,87.2,13.3,5.5,6.5,65.6,sandy,mixed,biweekly,twice_daily,4,201.0,40,36,33.0,17,9,1,5,3,0.632,3,34,0,,
PLT_06320,squash,kalabasa_hybrid,2025-03-06,92,dry,tropical_lowland,25.1,74.0,8.7,8.2,6.7,77.4,sandy,chemical,biweekly,daily,4,883.0,100,44,41.0,71,19,0,18,10,0.484,8,55,0,,
PLT_06321,sponge_gourd,patola_smooth,2024-04-03,34,dry,tropical_lowland,26.2,59.2,1.0,7.4,6.9,58.3,loamy,mixed,monthly,twice_daily,4,236.6,36,36,,0,0,1,0,0,0.579,7,49,0,,
PLT_06322,bitter_gourd,ampalaya_bilog,2025-11-05,109,wet,tropical_lowland,29.5,86.3,11.1,5.4,7.0,79.8,silty,none,none,every_other_day,3,327.3,50,47,46.0,57,19,1,16,5,0.302,7,47,5,0.37,1.85
PLT_06323,squash,kalabasa,2024-05-24,35,dry,tropical_lowland,24.2,73.2,3.2,7.5,6.4,65.4,sandy,mixed,biweekly,daily,4,207.5,38,46,,0,0,1,0,0,0.572,7,61,0,,
PLT_06324,squash,kalabasa_native,2024-02-09,80,dry,tropical_lowland,34.1,74.4,6.9,9.3,6.5,51.7,sandy,none,none,twice_daily,3,366.1,58,50,48.0,36,11,0,8,2,0.361,6,57,0,,
PLT_06325,sponge_gourd,patola_smooth,2024-06-10,89,wet,tropical_highland,27.0,84.1,13.0,6.5,6.5,62.4,sandy,organic,biweekly,every_other_day,4,387.3,67,35,32.0,59,25,0,23,12,0.59,8,47,12,0.35,4.2
PLT_06326,bottle_gourd,upo_round,2025-03-20,38,dry,subtropical,31.6,57.6,9.8,7.1,6.1,65.9,silty,none,biweekly,every_other_day,3,226.9,51,52,,0,0,1,0,0,0.326,9,59,0,,
PLT_06327,sponge_gourd,patola_ridged,2024-08-13,80,wet,tropical_highland,30.0,83.1,20.6,4.8,6.4,58.2,silty,organic,none,twice_daily,5,460.5,81,39,42.0,68,24,1,24,16,0.716,3,45,0,,
PLT_06328,squash,kalabasa_native,2025-11-06,90,wet,subtropical,29.9,70.7,25.6,4.6,7.1,75.1,sandy,organic,none,twice_daily,3,496.2,88,44,47.0,44,12,0,11,5,0.463,6,54,0,,
PLT_06329,bitter_gourd,ampalaya_oblong,2025-04-18,83,dry,subtropical,25.4,74.5,5.8,8.8,6.3,73.1,sandy,organic,biweekly,twice_daily,5,688.3,100,38,38.0,92,25,1,24,19,0.776,4,50,0,,
PLT_06330,sponge_gourd,patola,2025-04-14,99,dry,tropical_highland,25.0,59.8,9.2,7.5,6.4,64.4,loamy,chemical,weekly,every_other_day,4,692.9,100,41,39.0,70,25,1,23,14,0.505,9,49,14,0.45,6.3
PLT_06331,cucumber,pipino_japanese,2024-10-30,67,wet,subtropical,30.3,89.0,29.8,5.8,6.8,58.4,sandy,organic,none,every_other_day,4,246.3,40,29,28.0,36,15,1,14,6,0.447,10,38,6,0.28,1.68
PLT_06332,bitter_gourd,ampalaya_hybrid,2025-01-20,118,dry,subtropical,32.6,65.4,9.3,8.9,6.5,73.1,loamy,mixed,none,every_other_day,4,569.4,97,40,40.0,85,30,0,26,11,0.413,10,55,11,0.24,2.64
PLT_06333,sponge_gourd,patola,2024-05-02,119,dry,tropical_lowland,31.9,61.0,7.6,9.5,7.0,54.4,sandy,chemical,monthly,daily,4,878.5,100,35,33.0,74,30,0,30,12,0.383,9,48,12,0.74,8.88
PLT_06334,sponge_gourd,patola,2024-09-11,58,wet,subtropical,29.6,85.3,18.3,5.0,6.3,54.8,clay,chemical,biweekly,daily,4,234.8,38,42,43.0,15,6,1,5,5,0.577,10,43,0,,
PLT_06335,cucumber,pipino,2025-11-06,108,wet,tropical_highland,26.8,73.3,10.9,5.3,6.7,58.7,sandy,mixed,none,daily,4,590.7,100,35,36.0,61,30,1,30,21,0.699,10,41,21,0.36,7.56
PLT_06336,squash,kalabasa_hybrid,2025-01-17,49,dry,subtropical,30.3,69.9,1.9,9.2,5.9,69.8,sandy,mixed,monthly,daily,4,327.0,54,40,37.0,28,9,0,5,5,0.507,7,57,0,,
PLT_06337,sponge_gourd,patola_smooth,2025-09-25,32,wet,tropical_lowland,27.0,74.4,14.6,6.8,6.0,62.4,loamy,none,none,every_other_day,3,106.5,17,43,,0,0,1,0,0,0.446,10,42,0,,
PLT_06338,sponge_gourd,patola_ridged,2024-12-21,61,dry,tropical_highland,28.3,70.9,4.8,7.3,5.8,57.1,clay,mixed,weekly,twice_daily,4,406.7,65,40,43.0,34,12,0,9,7,0.631,3,40,0,,
PLT_06339,squash,kalabasa,2025-03-02,119,dry,tropical_highland,28.6,59.4,6.3,8.2,6.1,78.2,silty,chemical,none,twice_daily,4,922.0,100,43,43.0,93,30,0,28,15,0.473,9,56,15,4.26,63.9
PLT_06340,bottle_gourd,upo_smooth,2025-01-08,98,dry,tropical_highland,32.2,62.5,7.2,7.3,6.0,66.2,clay,none,biweekly,twice_daily,4,778.1,100,47,46.0,71,25,0,24,10,0.418,7,57,0,,
PLT_06341,squash,kalabasa_hybrid,2024-08-07,86,wet,tropical_highland,28.6,70.0,25.3,5.7,5.8,67.2,silty,chemical,weekly,every_other_day,4,783.0,100,41,38.0,51,17,1,15,10,0.63,9,50,0,,
PLT_06342,sponge_gourd,patola_ridged,2025-12-11,43,dry,tropical_lowland,34.6,74.8,6.1,8.5,6.5,56.1,sandy,chemical,none,every_other_day,3,156.0,29,40,39.0,3,1,1,1,0,0.497,6,51,0,,
PLT_06343,bitter_gourd,ampalaya_oblong,2024-06-13,112,wet,tropical_highland,28.8,83.9,19.1,6.0,6.9,50.4,clay,organic,weekly,every_other_day,4,582.9,100,38,39.0,99,30,1,29,17,0.653,9,46,17,0.39,6.63
PLT_06344,sponge_gourd,patola_smooth,2024-08-22,41,wet,tropical_highland,28.6,80.6,12.3,6.5,6.2,59.0,loamy,organic,biweekly,every_other_day,5,290.7,44,36,35.0,2,1,0,0,0,0.631,4,40,0,,
PLT_06345,bitter_gourd,ampalaya_oblong,2025-06-30,106,wet,tropical_highland,28.1,75.5,21.3,5.6,6.4,73.3,silty,chemical,biweekly,daily,4,679.0,100,41,41.0,99,30,0,28,15,0.465,6,45,15,0.33,4.95
PLT_06346,bottle_gourd,upo_long,2024-08-30,38,wet,tropical_lowland,29.6,79.3,27.3,5.7,6.9,67.6,silty,organic,biweekly,twice_daily,4,316.4,53,44,,0,0,1,0,0,0.712,6,54,0,,
PLT_06347,squash,kalabasa_hybrid,2025-05-31,89,dry,subtropical,30.2,57.2,4.4,9.0,7.1,56.6,silty,mixed,biweekly,twice_daily,3,508.8,83,41,39.0,52,19,1,19,12,0.577,8,55,0,,
PLT_06348,sponge_gourd,patola,2025-02-19,73,dry,tropical_lowland,27.8,65.3,5.2,9.5,6.9,58.5,silty,none,none,every_other_day,4,483.8,79,40,43.0,31,14,0,11,3,0.444,10,46,0,,
PLT_06349,bitter_gourd,ampalaya_oblong,2025-09-10,78,wet,subtropical,27.0,79.0,17.7,7.0,6.8,52.5,clay,mixed,biweekly,every_other_day,4,315.6,47,39,38.0,48,17,1,15,10,0.552,7,43,0,,
PLT_06350,bitter_gourd,ampalaya_oblong,2025-09-20,116,wet,subtropical,31.6,84.6,12.4,4.8,7.2,56.0,sandy,none,monthly,every_other_day,3,534.3,87,45,42.0,82,25,1,21,8,0.384,8,48,8,0.18,1.44
PLT_06351,sponge_gourd,patola,2024-03-08,108,dry,tropical_highland,27.2,58.4,2.2,9.3,6.9,72.0,loamy,organic,weekly,every_other_day,3,466.8,88,40,41.0,80,28,1,25,12,0.434,3,47,12,0.52,6.24
PLT_06352,cucumber,pipino,2024-11-10,46,wet,subtropical,26.9,83.0,21.4,6.6,6.5,73.4,sandy,none,biweekly,every_other_day,3,107.7,13,38,41.0,10,6,1,5,3,0.449,8,39,0,,
PLT_06353,squash,kalabasa,2025-09-17,104,wet,subtropical,31.3,82.0,12.6,6.0,6.0,60.5,sandy,none,weekly,daily,4,880.7,100,45,44.0,99,27,1,24,8,0.412,5,54,8,4.98,39.84
PLT_06354,squash,kalabasa_native,2024-10-13,67,wet,tropical_lowland,28.5,83.2,29.9,4.6,6.7,80.0,loamy,none,monthly,daily,4,590.7,94,46,47.0,48,13,1,11,4,0.527,3,59,0,,
PLT_06355,cucumber,pipino_japanese,2025-02-19,60,dry,tropical_highland,25.3,63.8,5.8,9.1,5.9,70.7,loamy,none,weekly,twice_daily,3,242.2,43,38,38.0,12,5,1,5,3,0.52,3,38,0,,
PLT_06356,squash,kalabasa,2025-06-28,83,wet,tropical_lowland,27.4,80.1,13.1,4.2,6.1,61.0,clay,mixed,none,every_other_day,5,900.1,100,41,44.0,76,21,0,21,12,0.605,7,58,0,,
PLT_06357,bottle_gourd,upo_round,2025-06-16,67,wet,tropical_lowland,30.0,89.5,24.1,6.2,6.2,64.3,silty,chemical,none,every_other_day,3,343.6,66,46,45.0,13,4,0,3,0,0.454,10,61,0,,
PLT_06358,squash,kalabasa,2024-10-24,54,wet,subtropical,29.9,77.0,22.6,6.2,6.8,75.5,silty,organic,none,every_other_day,4,291.3,52,41,40.0,10,3,1,3,2,0.68,10,58,0,,
PLT_06359,bottle_gourd,upo_round,2024-07-14,34,wet,subtropical,31.6,87.7,28.5,6.2,6.3,51.4,loamy,mixed,weekly,daily,4,249.7,43,44,,0,0,1,0,0,0.603,7,56,0,,
PLT_06360,cucumber,pipino_japanese,2024-08-10,65,wet,tropical_lowland,31.4,86.5,10.3,6.4,6.9,59.5,silty,organic,none,twice_daily,5,406.2,68,28,31.0,50,23,0,20,8,0.473,6,36,8,0.35,2.8
PLT_06361,bitter_gourd,ampalaya_oblong,2025-03-23,47,dry,tropical_highland,27.9,73.9,2.8,7.6,6.7,77.5,clay,chemical,monthly,twice_daily,3,158.7,29,44,42.0,15,4,1,1,0,0.483,4,50,0,,
PLT_06362,squash,kalabasa_native,2025-08-10,34,wet,tropical_highland,30.7,71.6,11.0,5.2,6.6,61.2,silty,organic,none,every_other_day,4,246.0,47,43,,0,0,1,0,0,0.667,8,53,0,,
PLT_06363,bitter_gourd,ampalaya_hybrid,2025-07-10,114,wet,subtropical,27.5,77.7,10.3,5.6,6.8,67.3,sandy,none,monthly,every_other_day,3,488.8,78,47,45.0,58,19,1,19,7,0.359,4,57,7,0.38,2.66
PLT_06364,sponge_gourd,patola_smooth,2025-01-14,57,dry,tropical_lowland,28.8,58.8,4.9,9.4,6.8,53.5,sandy,mixed,none,daily,5,452.1,77,37,38.0,16,8,1,6,4,0.643,7,45,0,,
PLT_06365,sponge_gourd,patola,2025-11-04,85,wet,tropical_highland,27.7,83.7,15.9,4.8,6.4,68.0,loamy,mixed,biweekly,every_other_day,4,536.5,90,37,36.0,58,24,1,22,15,0.614,3,47,15,0.43,6.45
PLT_06366,cucumber,pipino,2025-12-03,117,dry,tropical_highland,31.4,58.0,0.9,9.8,7.0,65.0,silty,organic,biweekly,every_other_day,4,550.2,89,31,28.0,65,30,1,28,20,0.662,3,41,20,0.2,4.0
PLT_06367,bitter_gourd,ampalaya_hybrid,2024-08-16,70,wet,tropical_lowland,27.8,70.3,11.5,4.9,6.1,64.8,loamy,chemical,none,every_other_day,4,438.5,81,43,46.0,30,11,1,8,5,0.608,7,54,0,,
PLT_06368,squash,kalabasa_native,2025-03-02,40,dry,subtropical,30.9,70.6,9.4,9.1,7.1,66.5,sandy,mixed,weekly,twice_daily,5,495.2,76,43,,0,0,1,0,0,0.647,4,48,0,,
PLT_06369,bottle_gourd,upo_smooth,2025-06-05,48,wet,tropical_lowland,26.2,88.3,24.1,4.3,6.0,68.1,loamy,chemical,weekly,twice_daily,3,206.0,38,47,50.0,3,1,0,0,0,0.426,6,56,0,,
PLT_06370,squash,kalabasa,2025-10-25,72,wet,subtropical,28.1,78.8,15.5,5.6,6.1,77.0,loamy,organic,weekly,every_other_day,4,404.9,62,41,40.0,46,15,1,15,13,0.805,7,52,0,,
PLT_06371,bottle_gourd,upo_smooth,2024-02-01,77,dry,tropical_lowland,27.6,71.2,5.2,10.0,6.0,55.5,clay,none,none,daily,4,495.9,90,52,51.0,32,15,1,12,5,0.371,7,54,0,,
PLT_06372,bottle_gourd,upo_smooth,2024-03-02,30,dry,subtropical,28.5,70.5,5.7,9.3,7.1,78.4,silty,mixed,none,daily,5,189.4,31,42,,0,0,1,0,0,0.665,7,54,0,,
PLT_06373,cucumber,pipino,2025-10-18,102,wet,tropical_highland,28.3,83.2,30.0,4.7,5.8,51.2,loamy,chemical,biweekly,daily,4,351.9,57,33,36.0,46,30,1,28,13,0.507,10,36,13,0.18,2.34
PLT_06374,bitter_gourd,ampalaya_bilog,2024-05-08,119,dry,tropical_lowland,27.0,70.1,2.2,8.6,6.1,61.6,sandy,organic,monthly,daily,4,576.6,97,43,45.0,95,30,0,27,12,0.505,10,50,12,0.23,2.76
PLT_06375,sponge_gourd,patola_ridged,2024-01-19,65,dry,tropical_lowland,30.3,74.0,9.1,8.8,6.4,67.0,silty,organic,biweekly,daily,5,412.4,68,38,38.0,37,13,0,13,8,0.656,8,44,0,,
PLT_06376,squash,kalabasa_hybrid,2025-08-23,119,wet,tropical_lowland,26.2,75.6,26.6,5.4,6.7,74.2,sandy,chemical,weekly,twice_daily,3,788.2,100,50,47.0,64,24,0,23,12,0.452,9,55,12,4.91,58.92
PLT_06377,cucumber,pipino_native,2024-11-12,40,wet,tropical_highland,29.9,84.1,23.2,5.8,6.1,75.2,silty,organic,monthly,every_other_day,4,128.3,18,31,29.0,5,2,0,1,1,0.5,8,40,0,,
PLT_06378,bottle_gourd,upo_smooth,2025-09-16,80,wet,subtropical,30.1,72.1,18.1,6.1,6.3,71.5,loamy,organic,biweekly,twice_daily,5,641.8,98,44,47.0,71,21,1,21,11,0.614,10,52,0,,
PLT_06379,squash,kalabasa_hybrid,2025-07-04,93,wet,tropical_lowland,26.3,72.9,21.3,6.1,7.1,67.9,loamy,none,weekly,twice_daily,4,884.7,100,49,47.0,79,20,0,20,6,0.327,5,54,0,,
PLT_06380,bottle_gourd,upo_smooth,2025-06-23,49,wet,tropical_highland,27.0,81.4,20.3,5.4,6.3,51.6,loamy,chemical,weekly,twice_daily,5,449.7,87,46,48.0,4,2,0,2,1,0.57,4,52,0,,
PLT_06381,bitter_gourd,ampalaya_hybrid,2025-12-21,87,dry,tropical_lowland,26.7,71.2,2.4,9.2,7.0,74.5,sandy,chemical,biweekly,twice_daily,3,353.9,65,42,42.0,44,13,1,13,4,0.436,8,54,0,,
PLT_06382,bitter_gourd,ampalaya_hybrid,2024-11-09,33,wet,tropical_highland,26.1,87.3,10.1,5.4,7.0,62.5,silty,none,biweekly,daily,4,216.2,43,43,,0,0,0,0,0,0.392,3,48,0,,
PLT_06383,sponge_gourd,patola_ridged,2024-04-29,97,dry,subtropical,28.5,60.5,9.6,9.1,6.9,53.3,silty,organic,biweekly,twice_daily,4,673.7,100,35,35.0,71,29,1,27,17,0.59,9,48,17,0.77,13.09
PLT_06384,bottle_gourd,upo_smooth,2025-03-20,42,dry,subtropical,25.9,60.6,7.9,7.7,6.2,70.3,clay,organic,biweekly,every_other_day,4,222.2,38,48,,0,0,1,0,0,0.749,5,55,0,,
PLT_06385,bottle_gourd,upo_smooth,2025-09-11,93,wet,tropical_lowland,28.8,72.6,12.7,5.8,6.0,59.1,sandy,chemical,monthly,every_other_day,4,563.7,85,44,47.0,58,27,0,23,8,0.421,8,57,0,,
PLT_06386,cucumber,pipino,2025-03-14,79,dry,tropical_lowland,32.6,57.9,5.2,8.0,6.3,52.0,clay,none,none,daily,4,315.2,51,38,35.0,47,23,1,22,11,0.425,3,44,0,,
PLT_06387,squash,kalabasa_hybrid,2025-08-15,116,wet,tropical_highland,27.0,77.6,25.2,6.3,6.3,66.2,silty,chemical,monthly,every_other_day,3,498.0,92,43,43.0,88,23,1,21,10,0.487,3,63,10,2.43,24.3
PLT_06388,bottle_gourd,upo_round,2024-08-04,75,wet,tropical_lowland,27.2,77.9,21.2,4.1,5.9,68.9,silty,none,biweekly,daily,4,656.0,100,49,47.0,49,15,0,13,7,0.355,10,51,0,,
PLT_06389,cucumber,pipino,2024-07-27,114,wet,tropical_lowland,26.5,79.2,20.6,6.0,6.4,58.9,loamy,mixed,monthly,daily,5,597.0,100,31,33.0,71,30,1,28,19,0.608,6,37,19,0.22,4.18
PLT_06390,bitter_gourd,ampalaya_oblong,2025-03-14,56,dry,tropical_highland,27.8,67.8,5.7,9.6,6.7,64.7,silty,organic,weekly,daily,4,308.3,42,43,45.0,11,3,1,3,3,0.591,5,51,0,,
PLT_06391,squash,kalabasa,2024-05-20,75,dry,tropical_highland,29.7,71.5,6.3,9.9,6.9,64.6,silty,mixed,weekly,twice_daily,4,454.9,69,45,46.0,33,13,1,10,9,0.699,5,53,0,,
PLT_06392,squash,kalabasa,2025-01-14,109,dry,tropical_lowland,32.7,69.5,6.1,9.8,6.0,54.9,sandy,mixed,none,twice_daily,4,848.9,100,43,42.0,108,30,0,30,16,0.553,10,51,16,2.99,47.84
PLT_06393,bitter_gourd,ampalaya_hybrid,2024-04-14,89,dry,tropical_lowland,27.4,72.5,1.6,7.1,6.3,56.0,silty,none,monthly,daily,4,606.3,90,45,46.0,65,19,1,19,9,0.462,8,49,0,,
PLT_06394,sponge_gourd,patola_ridged,2025-08-01,55,wet,tropical_lowland,31.7,79.9,14.2,4.7,5.9,58.4,clay,chemical,monthly,twice_daily,3,268.9,48,40,37.0,18,6,0,3,3,0.447,8,47,0,,
PLT_06395,cucumber,pipino,2024-10-27,77,wet,tropical_lowland,30.2,86.4,12.7,5.5,6.7,72.8,loamy,organic,weekly,every_other_day,4,339.4,55,35,33.0,34,21,1,20,13,0.573,7,39,13,0.38,4.94
PLT_06396,sponge_gourd,patola,2024-09-09,82,wet,tropical_highland,31.3,76.0,22.8,5.1,7.0,72.0,sandy,chemical,monthly,daily,4,543.7,88,39,38.0,40,18,1,18,11,0.476,6,46,0,,
PLT_06397,squash,kalabasa_native,2024-04-27,118,dry,tropical_highland,31.5,56.5,7.2,8.0,6.4,64.5,silty,mixed,monthly,twice_daily,4,651.3,100,40,37.0,100,30,1,27,15,0.538,9,56,15,2.49,37.35
PLT_06398,cucumber,pipino,2025-09-28,80,wet,subtropical,27.9,77.1,23.1,6.3,6.3,77.7,silty,mixed,weekly,twice_daily,4,263.5,51,31,30.0,49,24,1,20,12,0.56,10,38,12,0.36,4.32
PLT_06399,bitter_gourd,ampalaya_bilog,2025-08-18,77,wet,tropical_lowland,28.3,73.0,20.4,5.3,6.7,55.2,loamy,organic,biweekly,daily,4,344.3,60,39,37.0,64,22,1,21,12,0.636,10,47,0,,
PLT_06400,cucumber,pipino_native,2024-03-22,120,dry,tropical_lowland,30.7,61.4,2.2,7.5,6.8,70.7,silty,organic,weekly,daily,5,811.2,100,33,34.0,58,30,1,29,19,0.716,10,37,19,0.17,3.23
PLT_06401,bottle_gourd,upo_smooth,2024-05-19,33,dry,subtropical,24.1,64.5,3.3,7.3,6.0,57.7,silty,none,weekly,daily,4,182.5,38,49,,0,0,1,0,0,0.497,5,57,0,,
PLT_06402,bitter_gourd,ampalaya_hybrid,2025-05-08,48,dry,subtropical,24.0,58.5,8.1,7.1,6.7,55.4,clay,organic,biweekly,daily,4,285.4,48,42,40.0,18,6,1,2,2,0.577,10,50,0,,
PLT_06403,bottle_gourd,upo_long,2025-03-06,50,dry,tropical_lowland,34.8,68.5,2.9,8.8,6.3,69.3,silty,chemical,none,twice_daily,4,294.4,49,51,,0,0,0,0,0,0.464,9,58,0,,
PLT_06404,bottle_gourd,upo_smooth,2024-02-08,81,dry,subtropical,31.2,71.3,0.0,8.0,6.2,77.7,loamy,chemical,monthly,daily,3,304.6,40,49,50.0,39,12,1,11,8,0.514,9,63,0,,
PLT_06405,sponge_gourd,patola_ridged,2024-06-09,40,wet,subtropical,30.5,85.9,25.0,6.0,7.0,62.7,sandy,chemical,biweekly,every_other_day,4,219.6,34,39,40.0,10,4,1,2,2,0.612,7,43,0,,
PLT_06406,sponge_gourd,patola,2025-04-26,42,dry,tropical_highland,34.7,63.9,2.8,8.9,6.0,66.3,clay,chemical,weekly,daily,3,246.9,43,39,36.0,5,2,1,1,1,0.475,3,47,0,,
PLT_06407,sponge_gourd,patola_smooth,2025-04-27,109,dry,tropical_highland,27.4,69.6,6.3,7.5,5.9,68.2,sandy,chemical,none,twice_daily,3,383.5,57,42,43.0,53,23,1,23,11,0.521,7,41,11,0.72,7.92
PLT_06408,squash,kalabasa_native,2025-09-18,75,wet,tropical_highland,29.4,72.6,17.7,4.8,6.2,57.7,silty,mixed,none,daily,5,587.1,97,39,39.0,78,22,0,21,12,0.57,8,50,0,,
PLT_06409,sponge_gourd,patola_ridged,2024-01-06,104,dry,tropical_lowland,27.7,72.3,1.6,9.4,6.5,73.5,sandy,chemical,biweekly,every_other_day,4,463.4,72,41,43.0,57,27,0,26,14,0.45,4,49,14,0.37,5.18
PLT_06410,bitter_gourd,ampalaya_oblong,2025-10-06,47,wet,tropical_lowland,30.6,75.7,17.5,7.0,6.1,53.5,sandy,organic,biweekly,every_other_day,4,204.9,33,40,39.0,27,8,0,5,2,0.436,4,43,0,,
PLT_06411,bitter_gourd,ampalaya_oblong,2025-09-21,75,wet,tropical_lowland,31.0,73.9,19.2,5.9,6.8,53.4,loamy,none,none,daily,4,371.3,50,45,42.0,44,11,0,9,5,0.379,9,43,0,,
PLT_06412,bitter_gourd,ampalaya_bilog,2025-05-15,52,dry,subtropical,32.2,71.4,7.3,7.3,6.2,60.9,silty,organic,biweekly,every_other_day,4,257.8,35,39,41.0,10,4,0,0,0,0.525,4,54,0,,
PLT_06413,cucumber,pipino_native,2024-07-01,94,wet,tropical_highland,26.2,88.7,23.0,4.2,7.0,62.6,clay,organic,monthly,every_other_day,4,349.0,63,29,31.0,46,28,1,26,16,0.605,9,35,16,0.21,3.36
PLT_06414,squash,kalabasa_hybrid,2025-09-28,53,wet,tropical_lowland,26.8,82.7,10.9,6.2,6.0,58.0,sandy,organic,monthly,every_other_day,4,310.8,44,39,41.0,23,7,1,5,3,0.631,3,58,0,,
PLT_06415,cucumber,pipino,2024-04-06,74,dry,subtropical,24.3,62.3,4.0,7.9,6.2,56.0,loamy,none,biweekly,daily,4,341.2,66,37,39.0,40,21,0,19,4,0.328,5,36,4,0.16,0.64
PLT_06416,sponge_gourd,patola,2024-06-29,48,wet,subtropical,29.4,84.7,23.4,5.2,5.8,53.6,silty,none,monthly,every_other_day,3,188.9,26,45,44.0,15,6,0,4,0,0.341,3,46,0,,
PLT_06417,bitter_gourd,ampalaya_hybrid,2024-05-14,110,dry,subtropical,32.2,63.8,9.5,7.6,6.4,55.6,silty,organic,weekly,daily,5,925.2,100,35,37.0,111,30,1,27,18,0.593,4,49,18,0.45,8.1
PLT_06418,cucumber,pipino_japanese,2024-02-12,109,dry,tropical_lowland,27.4,59.2,4.1,7.0,6.5,61.0,silty,none,monthly,twice_daily,5,697.2,100,36,33.0,46,30,1,27,14,0.453,6,30,14,0.35,4.9
PLT_06419,cucumber,pipino_japanese,2025-11-12,107,wet,tropical_highland,29.7,71.3,19.0,4.9,6.0,58.3,sandy,chemical,biweekly,every_other_day,3,345.6,51,37,38.0,47,23,0,19,7,0.38,3,39,7,0.21,1.47
